workload_id,arrival_pattern,burst_pattern,n_processes,arrival_mean,arrival_std,arrival_range,burst_mean,burst_std,burst_min,burst_max,burst_sum,burst_coefficient_of_variation,workload_density,short_job_ratio,arrival_clustering_score,burst_variability_index,priority_mean,priority_std,priority_min,priority_max,priority_span,best_algorithm
296,ordered,short,6,10.833333333333334,6.039223643997813,19.0,2.8333333333333335,0.6871842709362768,2.0,4.0,17.0,0.24253562495073214,0.85,1.0,0.6980388178001093,0.2290614236454256,5.166666666666667,2.7938424357067015,1.0,9.0,8.0,FCFS
297,scattered,short,11,10.727272727272727,5.706310845990988,17.0,2.727272727272727,0.9620913858416693,1.0,4.0,30.0,0.35276684134593095,1.6666666666666667,1.0,0.6829827307782785,0.24052284646041733,4.181818181818182,2.8225772175018227,1.0,9.0,8.0,SJF_NP
298,ordered,short,9,10.666666666666666,6.073622386096199,18.0,2.2222222222222223,1.227262335243029,1.0,4.0,20.0,0.5522680506108424,1.0526315789473684,1.0,0.6803356638896738,0.30681558381075724,5.888888888888889,2.078698548207745,3.0,9.0,6.0,SRTF
299,clustered,medium,6,7.666666666666667,7.673909622147559,16.0,6.833333333333333,1.5723301886761007,5.0,9.0,41.0,0.23009710074819567,2.411764705882353,0.0,0.5485935516383789,0.31446603773522014,7.333333333333333,2.4267032964268394,3.0,10.0,7.0,SJF_NP
300,clustered,medium,9,14.666666666666666,4.642796092394707,12.0,8.0,1.4907119849998598,6.0,10.0,72.0,0.1863389981016901,5.538461538461538,0.0,0.642861839046561,0.29814239699997197,4.555555555555555,2.3147407395555177,2.0,8.0,6.0,SRTF
301,ordered,short,7,8.857142857142858,5.054801717986894,15.0,2.0,1.0690449676496976,1.0,4.0,14.0,0.5345224835575876,0.875,1.0,0.6840748926258191,0.2672612419124244,6.714285714285714,2.762725657973388,3.0,10.0,7.0,SRTF
302,scattered,medium,10,8.3,6.341135544995076,19.0,7.3,1.1,6.0,10.0,73.0,0.15068493148620757,3.65,0.0,0.6829432227502462,0.22000000000000003,4.3,3.1,1.0,9.0,8.0,SJF_NP
303,ordered,short,5,10.0,6.723094525588644,17.0,2.8,0.9797958971132712,1.0,4.0,14.0,0.3499271059869086,0.7777777777777778,1.0,0.6264947485784087,0.2449489742783178,4.8,3.4292856398964493,1.0,10.0,9.0,FCFS
304,clustered,short,11,7.0,7.675225788801975,16.0,2.4545454545454546,0.8907235428302466,1.0,4.0,27.0,0.36288736915336856,1.588235294117647,1.0,0.5485161300704721,0.22268088570756164,7.0,2.256304299271065,3.0,10.0,7.0,SJF_NP
305,mixed,mixed,10,8.3,4.796873982084583,16.0,8.7,5.020956084253277,1.0,16.0,87.0,0.5771213889282938,5.117647058823529,0.2,0.7178309422303186,0.3138097552658298,5.4,2.7640549922170505,1.0,9.0,8.0,SRTF
306,scattered,short,6,17.0,3.265986323710904,8.0,3.0,0.816496580927726,2.0,4.0,18.0,0.2721655268851868,2.0,1.0,0.6371126306987884,0.2721655269759087,5.833333333333333,2.733536577809454,2.0,9.0,7.0,SRTF
307,tight,medium,10,17.1,0.8306623862918073,2.0,7.6,1.8,5.0,10.0,76.0,0.23684210523199448,25.333333333333332,0.0,0.7231125379027309,0.3,7.5,2.247220505424423,3.0,10.0,7.0,SJF_NP
308,mixed,mixed,6,10.166666666666666,5.983774357005414,17.0,15.0,5.259911279353167,4.0,20.0,90.0,0.35066075193350044,5.0,0.16666666666666666,0.6675680912774771,0.30940654584430394,4.5,2.140872096444188,1.0,7.0,6.0,SJF_NP
309,mixed,mixed,7,10.571428571428571,6.343886660335576,17.0,11.142857142857142,3.270149469217028,8.0,17.0,78.0,0.2934749523392932,4.333333333333333,0.0,0.6475618522035791,0.3270149469217028,5.0,2.878491668515698,1.0,9.0,8.0,SRTF
310,scattered,mixed,6,12.833333333333334,6.86577664134866,17.0,6.833333333333333,5.4594464513864,1.0,18.0,41.0,0.7989433830127985,2.2777777777777777,0.3333333333333333,0.6185679643695189,0.30330258063257776,8.0,1.1547005383792515,7.0,10.0,3.0,SRTF
311,clustered,mixed,10,8.7,9.230926280715279,19.0,8.2,4.894895300208167,1.0,18.0,82.0,0.5969384511721011,4.1,0.2,0.538453685964236,0.2719386277893426,6.0,2.792848008753788,2.0,10.0,8.0,SJF_NP
312,ordered,medium,7,9.571428571428571,6.161102472242235,20.0,7.0,1.4142135623730951,5.0,9.0,49.0,0.20203050888158067,2.3333333333333335,0.0,0.706614167988465,0.282842712474619,7.0,2.9760952365713798,2.0,10.0,8.0,SJF_NP
313,clustered,medium,11,4.909090909090909,7.216830649814305,17.0,7.7272727272727275,1.656442468935327,5.0,10.0,85.0,0.21436314301094825,4.722222222222222,0.0,0.5990649638992053,0.2760737448225545,6.454545454545454,2.387986461193399,3.0,10.0,7.0,SJF_NP
314,clustered,medium,5,13.8,5.075431016179809,11.0,7.2,0.7483314773547882,6.0,8.0,36.0,0.10393492739595184,3.0,0.0,0.5770474153183494,0.2494438257849294,6.8,3.1240998703626617,3.0,10.0,7.0,SJF_NP
315,scattered,medium,12,10.666666666666666,6.168918507773917,18.0,7.166666666666667,1.4624940645653537,5.0,10.0,86.0,0.20406893921320252,4.526315789473684,0.0,0.675320078538215,0.24374901076089228,4.083333333333333,3.094574104604524,1.0,10.0,9.0,SJF_NP
316,clustered,short,5,16.6,6.800000000000001,17.0,1.8,0.7483314773547883,1.0,3.0,9.0,0.4157397094105825,0.5,1.0,0.6222222222222222,0.24944382578492943,6.0,2.9664793948382653,1.0,9.0,8.0,SJF_NP
317,clustered,short,12,10.416666666666666,7.099980438157715,15.0,3.1666666666666665,0.6871842709362768,2.0,4.0,38.0,0.2170055591745067,2.375,1.0,0.5562512226151428,0.2290614236454256,4.083333333333333,2.289771944005681,1.0,9.0,8.0,SJF_NP
318,clustered,mixed,9,8.11111111111111,3.0711722135745005,7.0,11.88888888888889,6.261779023824609,2.0,19.0,107.0,0.5266916935484229,13.375,0.2222222222222222,0.6161034733031874,0.34787661243470047,5.666666666666667,1.3333333333333333,3.0,7.0,4.0,SRTF
319,clustered,mixed,11,7.0,4.767312946227961,11.0,9.818181818181818,5.733762556807811,1.0,16.0,108.0,0.5839943344302035,9.0,0.2727272727272727,0.6027239211476698,0.3583601598004882,5.636363636363637,2.267266166061805,2.0,9.0,7.0,SRTF
320,clustered,short,11,7.090909090909091,7.774720637536473,16.0,2.272727272727273,1.2128785512842122,1.0,4.0,25.0,0.53366656233024,1.4705882352941178,1.0,0.5426634919096193,0.30321963782105305,8.181818181818182,2.4052284646041735,4.0,10.0,6.0,SJF_NP
321,scattered,long,10,11.8,4.975942121849891,15.0,16.6,2.615339366124404,11.0,19.0,166.0,0.15755056421487068,10.375,0.0,0.6890036173843819,0.2905932629027116,5.2,2.7856776554368237,1.0,10.0,9.0,SJF_NP
322,clustered,mixed,10,8.9,8.870738413458037,19.0,11.8,6.968500556073739,1.0,20.0,118.0,0.5905508945324736,5.9,0.3,0.5564630793270982,0.34842502780368695,6.1,2.981610303175115,2.0,10.0,8.0,SRTF
323,clustered,mixed,9,13.333333333333334,2.8674417556808756,7.0,11.11111111111111,7.355186294860163,1.0,20.0,100.0,0.6619667664778377,12.5,0.3333333333333333,0.6415697805398906,0.36775931474300816,3.3333333333333335,1.9436506316151,1.0,7.0,6.0,SRTF
324,mixed,mixed,5,13.0,6.985699678629192,20.0,11.8,3.4871191548325386,5.0,15.0,59.0,0.2955185724183915,2.8095238095238093,0.0,0.6673476343509909,0.31701083225750354,4.2,1.7204650534085253,2.0,7.0,5.0,SRTF
325,scattered,long,5,13.0,6.387487769068525,19.0,12.2,1.16619037896906,11.0,14.0,61.0,0.09558937531749759,3.05,0.0,0.6806256115465737,0.291547594742265,7.4,1.624807680927192,5.0,10.0,5.0,SJF_NP
326,ordered,short,10,10.5,5.818075283115543,17.0,2.0,1.0,1.0,4.0,20.0,0.49999999975,1.1111111111111112,1.0,0.6767735953824698,0.25,7.2,2.4819347291981715,1.0,10.0,9.0,SRTF
327,clustered,mixed,12,9.75,1.479019945774904,4.0,13.0,5.830951894845301,3.0,20.0,156.0,0.44853476110744356,31.2,0.16666666666666666,0.7041960108450191,0.32394177193585005,6.416666666666667,3.121386800054674,1.0,10.0,9.0,SRTF
328,scattered,short,12,11.416666666666666,6.824689655133696,20.0,2.8333333333333335,1.1426091000668408,1.0,4.0,34.0,0.4032737998812589,1.619047619047619,1.0,0.6750147783269669,0.2856522750167102,5.083333333333333,2.782634642844,1.0,10.0,9.0,SJF_NP
329,clustered,short,7,11.428571428571429,9.03733751653412,19.0,1.8571428571428572,0.8329931278350429,1.0,3.0,13.0,0.44853476090042743,0.65,1.0,0.5481331241732941,0.2776643759450143,6.571428571428571,2.2587697572631282,2.0,9.0,7.0,SJF_NP
330,clustered,mixed,5,16.8,4.915282290977803,13.0,10.2,6.968500556073739,1.0,20.0,51.0,0.6831863289598581,3.642857142857143,0.4,0.6489084077872997,0.34842502780368695,6.8,2.785677655436824,2.0,10.0,8.0,SRTF
331,ordered,short,10,7.0,6.0332412515993425,19.0,2.4,0.9165151389911681,1.0,4.0,24.0,0.38188130775386947,1.2,1.0,0.6983379374200329,0.22912878474779202,4.9,2.5865034312755126,2.0,10.0,8.0,SRTF
332,ordered,medium,7,9.428571428571429,6.651683843898752,18.0,6.714285714285714,1.577908716741037,5.0,9.0,47.0,0.23500768118174906,2.473684210526316,0.0,0.6499113766369078,0.31558174334820743,7.571428571428571,2.0603150145508513,5.0,10.0,5.0,SRTF
333,tight,short,7,12.0,0.7559289460184544,2.0,2.7142857142857144,0.6998542122237652,2.0,4.0,19.0,0.2578410254611299,6.333333333333333,1.0,0.7480236846605153,0.23328473740792174,4.0,2.878491668515698,1.0,9.0,8.0,SJF_NP
334,tight,short,10,13.0,0.7745966692414834,2.0,2.4,1.1135528725660044,1.0,4.0,24.0,0.46398036337584336,8.0,1.0,0.7418011102528388,0.2783882181415011,6.0,3.255764119219941,1.0,10.0,9.0,SJF_NP
335,scattered,mixed,8,11.875,6.352902879786531,17.0,10.125,5.109733358992424,2.0,17.0,81.0,0.5046650230605194,4.5,0.25,0.6470609511229706,0.3193583349370265,4.5,2.958039891549808,1.0,9.0,8.0,SRTF
336,tight,short,8,12.625,0.6959705453537527,2.0,2.375,0.9921567416492215,1.0,4.0,19.0,0.4177502068343037,6.333333333333333,1.0,0.7680098182154158,0.24803918541230538,6.5,2.179449471770337,3.0,10.0,7.0,SJF_NP
337,mixed,mixed,7,9.0,6.117889458675388,17.0,11.142857142857142,5.303060340934453,2.0,16.0,78.0,0.4759156715796124,4.333333333333333,0.14285714285714285,0.6601172522958118,0.3535373560622969,5.142857142857143,2.996596709057576,1.0,10.0,9.0,SRTF
338,ordered,medium,10,11.6,6.390618123468182,17.0,7.6,1.42828568570857,5.0,9.0,76.0,0.18793232704218918,4.222222222222222,0.0,0.6449656598073232,0.285657137141714,6.1,2.662705391138869,1.0,10.0,9.0,SJF_NP
339,clustered,short,5,17.0,5.513619500836088,14.0,1.8,1.1661903789690604,1.0,4.0,9.0,0.6478835435117649,0.6,1.0,0.6324253666109274,0.2915475947422651,5.8,1.7204650534085253,3.0,8.0,5.0,SRTF
340,ordered,medium,9,8.11111111111111,4.581228472908512,15.0,7.0,1.632993161855452,5.0,9.0,63.0,0.23328473737459532,3.9375,0.0,0.713673220443218,0.32659863237109044,4.111111111111111,2.8458329944145997,1.0,9.0,8.0,SJF_NP
341,ordered,short,9,9.0,6.182412330330469,19.0,2.2222222222222223,1.0304020550550783,1.0,4.0,20.0,0.4636809245661288,1.0,1.0,0.6908793834834766,0.2576005137637696,7.111111111111111,2.3306863292670035,4.0,10.0,6.0,SJF_NP
342,scattered,medium,12,8.416666666666666,6.957709552878894,20.0,7.5,1.6583123951777,5.0,10.0,90.0,0.22110831932754554,4.285714285714286,0.0,0.6686804974819573,0.2763853991962833,5.916666666666667,3.2521360501813095,1.0,10.0,9.0,SJF_NP
343,scattered,mixed,8,13.5,4.387482193696061,12.0,14.25,3.8649062084350767,8.0,20.0,114.0,0.2712214882922004,8.76923076923077,0.0,0.6625013697156876,0.29730047757192896,6.25,2.9895651857753496,1.0,10.0,9.0,SRTF
344,clustered,short,9,12.0,8.73053390247253,18.0,2.7777777777777777,0.9162456945817024,2.0,4.0,25.0,0.3298484499306674,1.3157894736842106,1.0,0.5404982156593405,0.3054152315272341,6.333333333333333,3.559026084010437,1.0,10.0,9.0,SRTF
345,scattered,mixed,11,6.818181818181818,4.858323351231777,18.0,9.363636363636363,5.56405227203613,2.0,18.0,103.0,0.5942191746200098,5.421052631578948,0.2727272727272727,0.7442987709878012,0.3272971924727135,7.181818181818182,2.4052284646041735,2.0,10.0,8.0,SRTF
346,scattered,short,10,8.2,5.758472019555188,20.0,2.4,1.2806248474865698,1.0,4.0,24.0,0.5335936862304067,1.1428571428571428,1.0,0.7257870466878482,0.32015621187164245,6.0,2.7202941017470885,1.0,10.0,9.0,SRTF
347,scattered,mixed,7,13.428571428571429,3.619674131234265,10.0,11.857142857142858,6.468132241526726,1.0,19.0,83.0,0.5455051287574524,7.545454545454546,0.14285714285714285,0.6709387153423396,0.34042801271193296,4.142857142857143,2.5872528966106905,1.0,9.0,8.0,SRTF
348,ordered,short,8,9.25,7.292976072907411,20.0,2.625,1.3169567191065923,1.0,4.0,21.0,0.5016977975637693,1.0,1.0,0.6527154250996471,0.32923917977664807,2.875,1.5360257159305635,1.0,5.0,4.0,SRTF
349,scattered,medium,7,12.0,3.927922024247863,11.0,6.714285714285714,1.1605769149479943,5.0,9.0,47.0,0.17285188092395737,3.9166666666666665,0.0,0.6726731646460113,0.23211538298959886,4.428571428571429,2.1285234893930487,1.0,7.0,6.0,SJF_NP
350,clustered,mixed,8,12.25,9.243240773668076,20.0,14.0,4.55521678957215,7.0,20.0,112.0,0.3253726278033412,5.333333333333333,0.0,0.5598456774443774,0.3253726278265821,7.25,2.9047375096555625,2.0,10.0,8.0,SRTF
351,ordered,medium,11,11.545454545454545,5.710654099832513,18.0,7.545454545454546,1.6713433009863852,5.0,10.0,83.0,0.2215033290170325,4.368421052631579,0.0,0.699439257903552,0.2785572168310642,6.090909090909091,2.7120788891229632,1.0,10.0,9.0,SJF_NP
352,scattered,mixed,8,11.375,6.781177995009422,20.0,11.875,5.348773223833667,4.0,20.0,95.0,0.4504230082849047,4.523809523809524,0.125,0.6770867621424085,0.3146337190490392,5.125,2.4717149916606487,2.0,10.0,8.0,SJF_NP
353,mixed,mixed,10,13.5,4.8218253804964775,17.0,8.6,6.036555309114628,1.0,17.0,86.0,0.7019250358619422,4.777777777777778,0.3,0.7321208121946401,0.3550914887714487,5.4,2.8354893757515653,1.0,10.0,9.0,SRTF
354,tight,short,7,8.285714285714286,0.4517539514526256,1.0,2.0,1.0690449676496976,1.0,4.0,14.0,0.5345224835575876,7.0,1.0,0.7741230242736872,0.2672612419124244,4.285714285714286,2.813959371941744,1.0,9.0,8.0,SJF_NP
355,scattered,mixed,11,11.454545454545455,5.742404253583184,17.0,9.818181818181818,7.158188976374373,1.0,20.0,108.0,0.7290748030749841,6.0,0.36363636363636365,0.6809775414676009,0.35790944881871867,5.7272727272727275,2.8948515141983013,1.0,10.0,9.0,SRTF
356,ordered,medium,10,9.6,4.363484845854286,14.0,7.8,1.469693845669907,5.0,10.0,78.0,0.1884222878822416,5.2,0.0,0.709101010276381,0.24494897427831783,4.0,1.8439088914585775,1.0,7.0,6.0,SJF_NP
357,scattered,short,5,14.0,5.329165037789691,15.0,2.8,1.16619037896906,1.0,4.0,14.0,0.41649656376877264,0.875,1.0,0.6669271851381443,0.291547594742265,6.6,2.727636339397171,3.0,10.0,7.0,SRTF
358,scattered,medium,8,8.875,4.9355217555999085,16.0,7.375,1.4947825928876748,5.0,9.0,59.0,0.20268238544881254,3.4705882352941178,0.0,0.7096751908470642,0.29895651857753497,5.0,1.9364916731037085,2.0,8.0,6.0,SJF_NP
359,clustered,mixed,9,10.88888888888889,1.9688939051854832,5.0,12.555555555555555,5.871042139387959,2.0,19.0,113.0,0.46760512610870075,18.833333333333332,0.2222222222222222,0.6718510158024195,0.3261690077437755,7.222222222222222,2.3934065809486684,2.0,10.0,8.0,SRTF
360,scattered,long,7,6.714285714285714,5.310751512983172,15.0,14.285714285714286,1.6659862556700857,12.0,17.0,100.0,0.11661903788874266,6.25,0.0,0.6680780304385517,0.2776643759450143,4.571428571428571,3.2888184094918107,1.0,10.0,9.0,SRTF
361,mixed,mixed,11,11.636363636363637,6.285231279070401,19.0,12.454545454545455,4.185768884807759,5.0,20.0,137.0,0.3360836330597695,6.85,0.0,0.68573843604648,0.26161055530048494,5.0,1.9069251784911847,1.0,7.0,6.0,SRTF
362,tight,short,10,11.9,0.8306623862918074,2.0,2.5,1.02469507659596,1.0,4.0,25.0,0.4098780304744327,8.333333333333334,1.0,0.7231125379027308,0.25617376914899,6.1,2.1656407827707715,3.0,10.0,7.0,SJF_NP
363,tight,medium,5,7.0,0.6324555320336759,2.0,7.2,1.7204650534085253,5.0,10.0,36.0,0.23895347960688496,12.0,0.0,0.7891814893221081,0.28674417556808757,4.8,2.3151673805580453,2.0,8.0,6.0,SJF_NP
364,scattered,medium,10,9.7,5.950630218724736,20.0,6.8,1.9390719429665317,5.0,10.0,68.0,0.28515763862961385,3.238095238095238,0.0,0.716636656251203,0.3231786571610886,4.0,2.569046515733026,1.0,8.0,7.0,SJF_NP
365,scattered,long,10,9.9,5.804308744372581,16.0,15.5,2.29128784747792,12.0,19.0,155.0,0.1478250224083932,9.117647058823529,0.0,0.6585700738604364,0.28641098093474,6.1,2.6627053911388696,3.0,10.0,7.0,SJF_NP
366,tight,short,9,0.7777777777777778,0.7856742013183862,2.0,3.2222222222222223,0.9162456945817024,1.0,4.0,29.0,0.28435211202331556,9.666666666666666,1.0,0.7381085995605379,0.2290614236454256,5.666666666666667,2.943920288775949,1.0,10.0,9.0,SJF_NP
367,tight,medium,10,10.9,0.7,2.0,7.7,1.5524174696260025,5.0,10.0,77.0,0.20161265836680387,25.666666666666668,0.0,0.7666666666666667,0.25873624493766706,4.6,2.5377155080899043,1.0,8.0,7.0,SJF_NP
368,ordered,short,7,8.0,5.9281411203561225,14.0,2.2857142857142856,1.1605769149479943,1.0,4.0,16.0,0.5077524000676058,1.0666666666666667,1.0,0.6047905919762585,0.2901442287369986,7.142857142857143,2.695423180587601,2.0,10.0,8.0,SRTF
369,tight,short,12,5.666666666666667,0.8498365855987975,2.0,2.4166666666666665,1.2555432644432805,1.0,4.0,29.0,0.5195351436925842,9.666666666666666,1.0,0.7167211381337342,0.3138858161108201,3.75,2.48746859276655,1.0,9.0,8.0,SJF_NP
370,mixed,mixed,12,10.25,6.273289939630295,18.0,9.083333333333334,5.5895487792446685,1.0,19.0,109.0,0.6153631682894648,5.7368421052631575,0.25,0.6698268452826162,0.29418677785498254,5.25,2.680951323690902,1.0,10.0,9.0,SRTF
371,tight,medium,9,7.333333333333333,0.6666666666666666,2.0,6.888888888888889,1.6629588385661962,5.0,10.0,62.0,0.24139725072456758,20.666666666666668,0.0,0.7777777777777778,0.2771598064276994,5.444444444444445,2.2662308949301266,3.0,10.0,7.0,SRTF
372,tight,medium,7,17.571428571428573,0.4948716593053935,1.0,7.285714285714286,1.577908716741037,5.0,10.0,51.0,0.21657570618963196,25.5,0.0,0.7525641703473033,0.2629847861235062,7.571428571428571,3.0169588688489823,2.0,10.0,8.0,SJF_NP
373,scattered,long,10,13.2,5.473572873361603,18.0,17.5,1.6278820596099706,14.0,20.0,175.0,0.09302183197239706,9.210526315789474,0.0,0.7119172171914945,0.2325545799442815,6.1,2.913760456866693,1.0,9.0,8.0,SRTF
374,tight,short,9,3.888888888888889,0.7370277311900889,2.0,2.0,1.0540925533894598,1.0,4.0,18.0,0.5270462764312067,6.0,1.0,0.7543240896033037,0.26352313834736496,5.888888888888889,3.2470309324894346,1.0,10.0,9.0,SJF_NP
375,clustered,short,6,12.0,5.354126134736337,12.0,1.6666666666666667,0.7453559924999299,1.0,3.0,10.0,0.44721359523162973,0.7692307692307693,1.0,0.5881441434818202,0.24845199749997662,4.166666666666667,2.6718699236468995,2.0,10.0,8.0,SJF_NP
376,scattered,mixed,5,12.0,5.621387729022079,15.0,10.2,3.655133376499413,7.0,16.0,51.0,0.3583464094255948,3.1875,0.0,0.6486632669361201,0.3655133376499413,6.0,2.898275349237888,1.0,10.0,9.0,SJF_NP
377,ordered,medium,10,10.1,4.134005321718878,15.0,7.5,1.5652475842498528,5.0,10.0,75.0,0.20869967787215374,4.6875,0.0,0.7416246673925702,0.2608745973749755,5.5,2.29128784747792,1.0,9.0,8.0,SJF_NP
378,tight,medium,8,3.125,0.9270248108869579,2.0,8.375,1.653594569415369,6.0,10.0,67.0,0.19744412766781194,22.333333333333332,0.0,0.6909917297043473,0.33071891388307384,4.375,1.7275343701356567,2.0,7.0,5.0,SJF_NP
379,ordered,medium,11,5.545454545454546,3.8462174184193056,13.0,7.545454545454546,1.5587661999529314,5.0,10.0,83.0,0.20658347225554008,5.928571428571429,0.0,0.725270184398621,0.2597943666588219,6.636363636363637,2.459590774267033,1.0,9.0,8.0,SJF_NP
380,clustered,short,10,12.0,8.0,16.0,2.1,1.2206555615733703,1.0,4.0,21.0,0.5812645528533836,1.2352941176470589,1.0,0.5294117647058824,0.3051638903933426,4.9,2.8442925306655784,1.0,9.0,8.0,SJF_NP
381,scattered,medium,8,10.125,6.152997237119484,18.0,7.25,1.5612494995995996,5.0,10.0,58.0,0.2153447585357593,3.0526315789473686,0.0,0.6761580401516061,0.2602082499332666,5.375,2.2878756522153907,1.0,8.0,7.0,SJF_NP
382,clustered,short,5,8.4,5.0039984012787215,11.0,3.2,0.7483314773547882,2.0,4.0,16.0,0.23385358660029207,1.3333333333333333,1.0,0.5830001332267731,0.2494438257849294,5.8,1.469693845669907,3.0,7.0,4.0,SJF_NP
383,clustered,short,5,12.8,6.368673331236264,13.0,3.2,0.7483314773547882,2.0,4.0,16.0,0.23385358660029207,1.1428571428571428,1.0,0.5450947620545525,0.2494438257849294,6.6,3.2619012860600183,1.0,10.0,9.0,SJF_NP
384,clustered,medium,12,10.833333333333334,6.974158650969226,15.0,7.166666666666667,1.6244657241348273,5.0,10.0,86.0,0.22666963589416153,5.375,0.0,0.5641150843144234,0.2707442873558045,6.583333333333333,2.752524094152291,2.0,10.0,8.0,SRTF
385,tight,medium,7,17.428571428571427,0.7284313590846835,2.0,7.428571428571429,1.8405855323893037,5.0,10.0,52.0,0.24777112932674475,17.333333333333332,0.0,0.7571895469717722,0.3067642553982173,6.142857142857143,2.8996833043120627,1.0,10.0,9.0,SJF_NP
386,scattered,long,10,9.1,5.8728187440104085,20.0,15.8,3.655133376499413,11.0,20.0,158.0,0.23133755546000478,7.523809523809524,0.0,0.7203419645709329,0.3655133376499413,5.5,2.80178514522438,2.0,10.0,8.0,SJF_NP
387,scattered,mixed,6,9.833333333333334,5.145116346811044,17.0,10.0,6.831300510639732,1.0,19.0,60.0,0.6831300509956602,3.3333333333333335,0.3333333333333333,0.7141602029549421,0.35954213213893327,5.5,2.9860788111948193,1.0,9.0,8.0,SJF_NP
388,mixed,mixed,9,12.11111111111111,5.724109721062781,16.0,9.444444444444445,4.058218303944372,3.0,15.0,85.0,0.42969370272508356,5.0,0.2222222222222222,0.6632876634668952,0.3121706387649517,3.5555555555555554,2.3147407395555173,1.0,6.0,5.0,SRTF
389,mixed,mixed,5,11.8,4.534313619501853,14.0,9.6,5.314132102234569,2.0,17.0,48.0,0.553555427258439,3.2,0.2,0.6977124253665431,0.33213325638966057,6.2,1.8330302779823358,4.0,8.0,4.0,SRTF
390,scattered,medium,12,8.666666666666666,6.871842709362768,19.0,7.083333333333333,1.4409680388158819,5.0,10.0,85.0,0.20343078192175781,4.25,0.0,0.6564078645318616,0.24016133980264698,5.5,2.101586702153082,3.0,10.0,7.0,SJF_NP
391,clustered,mixed,8,9.625,2.54644359843292,8.0,4.875,2.8912583765550943,1.0,10.0,39.0,0.5930786412229776,4.333333333333333,0.625,0.7170618223963422,0.2891258376555094,4.75,2.0463381929681126,2.0,9.0,7.0,SRTF
392,tight,medium,10,5.2,0.9797958971132713,2.0,7.9,1.7,5.0,10.0,79.0,0.2151898733904823,26.333333333333332,0.0,0.6734013676289096,0.2833333333333333,5.9,2.5865034312755126,3.0,10.0,7.0,SJF_NP
393,clustered,mixed,7,8.285714285714286,3.953815000885156,10.0,12.142857142857142,5.383269623261935,2.0,20.0,85.0,0.44332808658506173,7.7272727272727275,0.14285714285714285,0.640562272646804,0.28332998017168076,6.142857142857143,2.099562636671296,3.0,9.0,6.0,SRTF
394,scattered,mixed,12,9.083333333333334,7.193264596520522,20.0,11.0,5.369667897862337,4.0,19.0,132.0,0.4881516270340169,6.285714285714286,0.16666666666666666,0.65746359064188,0.33560424361639607,4.25,2.6496855159307744,1.0,8.0,7.0,SJF_NP
395,clustered,mixed,5,13.2,6.305553108173779,14.0,14.0,6.723094525588644,1.0,19.0,70.0,0.48022103750774453,4.666666666666667,0.2,0.5796297927884148,0.3538470802941392,5.8,2.1354156504062622,3.0,9.0,6.0,SRTF
396,ordered,short,9,12.11111111111111,6.349880916546466,18.0,2.2222222222222223,1.227262335243029,1.0,4.0,20.0,0.5522680506108424,1.0526315789473684,1.0,0.6657957412343964,0.30681558381075724,3.7777777777777777,2.096440251568134,1.0,8.0,7.0,SRTF
397,scattered,short,6,8.666666666666666,6.394442031083626,17.0,2.5,0.9574271077563381,1.0,4.0,15.0,0.3829708429493469,0.8333333333333334,1.0,0.6447532204953541,0.23935677693908453,5.5,2.5,3.0,9.0,6.0,FCFS
398,ordered,short,11,8.727272727272727,5.863460180580763,17.0,2.272727272727273,0.9620913858416694,1.0,4.0,25.0,0.4233202095840736,1.3888888888888888,1.0,0.6742522121899577,0.24052284646041736,5.181818181818182,3.379569144625655,1.0,10.0,9.0,SJF_NP
399,tight,short,7,0.14285714285714285,0.3499271061118826,1.0,2.5714285714285716,1.049781318335648,1.0,4.0,18.0,0.4082482903050998,9.0,1.0,0.8250364469440588,0.262445329583912,5.571428571428571,2.1285234893930487,3.0,9.0,6.0,SJF_NP
400,clustered,medium,12,8.416666666666666,3.121386800054674,7.0,7.416666666666667,1.6051133570215186,5.0,10.0,89.0,0.2164197784456313,11.125,0.0,0.6098266499931657,0.26751889283691976,6.333333333333333,2.778888666755511,1.0,10.0,9.0,SJF_NP
401,clustered,mixed,10,11.8,3.627671429443411,8.0,14.1,4.968903299521938,4.0,20.0,141.0,0.3524044893028038,15.666666666666666,0.1,0.59692539672851,0.2922884293836434,6.1,3.144837038703278,2.0,10.0,8.0,SJF_NP
402,clustered,mixed,11,7.818181818181818,8.84017874992234,19.0,12.363636363636363,6.342823106368148,1.0,20.0,136.0,0.5130224570912234,6.8,0.18181818181818182,0.5579910625038831,0.3171411553184074,5.818181818181818,3.325334756031251,1.0,10.0,9.0,SJF_NP
403,mixed,mixed,8,7.875,7.183966522750506,19.0,10.0,5.656854249492381,1.0,20.0,80.0,0.5656854248926695,4.0,0.125,0.6408016738624747,0.282842712474619,5.0,3.391164991562634,1.0,10.0,9.0,SRTF
404,tight,medium,5,7.0,0.8944271909999159,2.0,6.0,0.6324555320336759,5.0,7.0,30.0,0.10540925532137776,10.0,0.0,0.7018576030000281,0.21081851067789195,3.8,2.4000000000000004,1.0,7.0,6.0,SJF_NP
405,ordered,short,8,9.75,5.0682837331783235,14.0,1.875,1.0532687216470449,1.0,4.0,15.0,0.5617433179121608,1.0,1.0,0.6621144177881118,0.2633171804117612,3.5,2.1213203435596424,1.0,7.0,6.0,FCFS
